item,item_transitivity,gesturer,subject,sentence,verb,sentence_transitivity
move-box-TR,1,ho,8,A person is moving an object from one side to another.,move,1.0
move-box-TR,1,ip,8,Moving an object from one place to another.,move,1.0
move-box-TR,1,cm,8,A person is moving an object.,move,1.0
box-move-IN,0,rv,8,A person is moving a tray of food.,move,1.0
turn-fan-TR,1,rv,8,A person wants to move an object from one place to another.,move,1.0
move-box-TR,1,cs,8,A person is moving an object from one place to another.,move,1.0
close-microwave-door-TR,1,ip,8,A person moves an object closer to her.,move,1.0
coatrack-approach-IN,0,np,8,An object is moving slowly.,move,0.0
toy-skitter-IN,0,ip,8,A robot is moving around.,move,0.0
put-cup-on-coaster-TR,1,np,4,He moved the pan forward and down.,move,1.0
walk-backwards-IN,0,np,4,The object moved backwards.,move,0.0
close-microwave-door-TR,1,ip,4,She moved it over into its place.,move,1.0
poster-roll-up-IN,0,cs,4,She is moving along the trail.,move,0.0
box-move-IN,0,np,4,He is moving the object across the table.,move,1.0
close-microwave-door-TR,1,rv,4,They are moving an object out of the way.,move,1.0
turn-fan-TR,1,np,4,He is moving the object around.,move,1.0
box-move-IN,0,cm,4,He moved it out of the way.,move,1.0
move-box-TR,1,ip,4,She moved the dish across the table.,move,1.0
move-box-TR,1,cm,4,He moved the object over to the side.,move,1.0
door-microwave-close-IN,0,cs,4,She moved it back and forth.,move,0.0
close-microwave-door-TR,1,np,4,He moved the object out of the way.,move,1.0
car-pass-tower-IN,0,ho,4,The car moved through the thoroughfare.,move,0.0
turn-fan-TR,1,cm,4,He moved the vase around.,move,1.0
toy-crawl-IN,0,ip,4,The object was moving in a pattern.,move,0.0
coatrack-approach-IN,0,ip,4,She is moving along the road.,move,0.0
approach-coatrack-IN,0,ho,4,She moved the object to the other side of the room.,move,1.0
approach-coatrack-IN,0,cm,4,He moved the object out of the way.,move,1.0
move-box-TR,1,rv,4,He moved the bowl over.,move,1.0
coatrack-approach-IN,0,ho,4,The MRI machine was moving around her head.,move,0.0
hit-bottle-with-ball-TR,1,rv,86,A person moves something aside.,move,1.0
box-move-IN,0,np,70,An object moves along a conveyer belt.,move,0.0
approach-coatrack-IN,0,cs,70,An object moves forward steadily.,move,0.0
whirly-gig-drop-IN,0,cm,70,A spiral object moves downward.,move,0.0
move-box-TR,1,cs,48,A person moves a parcel from one place to another.,move,1.0
move-box-TR,1,cs,84,A person moving an object,move,1.0
door-microwave-close-IN,0,ho,84,A fish is moving its tail,move,1.0
book-fall-over-IN,0,cs,84,An object is moved out of the way,move,1.0
turn-fan-TR,1,ip,84,A fan is moved closer,move,1.0
hanger-swing-IN,0,ip,84,Something moves slowly down a hill,move,0.0
box-move-IN,0,cm,84,An object is moved across a table,move,1.0
approach-coatrack-IN,0,ip,84,An object is moved across a table,move,1.0
coatrack-approach-IN,0,np,84,An object slowly moves diagonally in the air,move,0.0
box-move-IN,0,ho,84,A heavy object is moved away from something,move,1.0
approach-coatrack-IN,0,rv,84,An object is moved out of the way of something,move,1.0
fan-turn-IN,0,rv,87,A lighthouse light moves back and forth.,move,0.0
reorient-pole-TR,1,rv,82,A peice of lumber is moved onto a truck bed.,move,1.0
approach-coatrack-IN,0,ho,82,The person is moving a teatherball to the pole.,move,1.0
box-move-IN,0,ip,78,A person is watching something move across the horizon.,move,0.0
move-box-TR,1,cs,78,The person moved an object from one location to another.,move,1.0
move-box-TR,1,ho,78,The person is moving a heavy object from one location to another.,move,1.0
move-box-TR,1,np,78,The person is moving an object from one location to another.,move,1.0
coatrack-approach-IN,0,np,15,A big landscaping machine slowly moves sidways with dirt in it.,move,0.0
box-move-IN,0,ho,15,A plate is being moved over.,move,1.0
move-box-TR,1,np,15,A flat slab moves along.,move,0.0
roll-out-TR,1,cm,15,A bed is moving back and forth in motion.,move,0.0
put-book-on-side-TR,1,ip,15,A person moves a pea off a plate.,move,1.0
box-move-IN,0,np,15,A person moves a plate over.,move,1.0
picture-shift-IN,0,rv,15,A swing is moving back and forth.,move,0.0
box-move-IN,0,cm,15,A person moves a plate away.,move,1.0
move-box-TR,1,ho,15,A bowl is moved over.,move,1.0
move-box-TR,1,ip,15,A plate is moved over.,move,1.0
move-box-TR,1,cm,15,A box is moving over.,move,1.0
coatrack-approach-IN,0,cm,15,A forklift moves along a track.,move,0.0
person-bend-over-IN,0,ho,15,A sideways semicircular lever is moving from to to bottom.,move,0.0
bounce-ball-TR,1,ho,15,A stuck windshield wiper moves up and down in a small space.,move,0.0
move-box-TR,1,cs,15,A big rock is moved to another spot.,move,1.0
move-box-TR,1,rv,15,An item moves sideways.,move,0.0
reorient-pole-TR,1,rv,64,A person moving an object from a shelf to a table.,move,1.0
coatrack-approach-IN,0,ip,67,A bar mores across a radio dial.,move,0.0
move-box-TR,1,rv,67,A person moves a box.,move,1.0
move-box-TR,1,ho,67,A person moves a box.,move,1.0
move-box-TR,1,ip,67,A person moves a box.,move,1.0
racecar-into-box-IN,0,ip,18,A car is moving along the road.,move,0.0
coatrack-approach-IN,0,np,18,Something is moving very slowly.,move,0.0
box-move-IN,0,ho,18,An object is being moved to the side.,move,1.0
move-box-TR,1,np,18,Two people are moving at the same pace.,move,0.0
ball-roll-IN,0,ho,18,A vehicle is moving down the road.,move,0.0
ball-roll-IN,0,cm,18,A car is moving down the road.,move,0.0
put-book-on-side-TR,1,ip,18,A person is moving something to the side.,move,1.0
approach-coatrack-IN,0,cm,18,Something is moving to the side.,move,0.0
box-move-IN,0,np,18,A boat is moving across the water.,move,0.0
fan-turn-IN,0,ip,18,Someone is moving down the street.,move,0.0
box-move-IN,0,cm,18,Something is moving off to the side.,move,0.0
move-box-TR,1,ho,18,Someone is moving an object to the side.,move,1.0
box-move-IN,0,ip,18,An object is moving to the side.,move,0.0
move-box-TR,1,ip,18,Someone is moving a train over.,move,1.0
move-box-TR,1,cm,18,Someone is moving a box.,move,1.0
turn-fan-TR,1,rv,18,Something moves a short distance.,move,0.0
car-pass-tower-IN,0,rv,18,Something is moving to the side.,move,0.0
poster-roll-up-IN,0,rv,18,Something is moving to the side.,move,0.0
hit-bottle-with-ball-TR,1,rv,18,Something is moving across the sky.,move,0.0
car-pass-tower-IN,0,cs,18,Something is moving away.,move,0.0
box-move-IN,0,rv,18,Something is moving off to the side.,move,0.0
move-box-TR,1,cs,18,An object is moving to the side.,move,0.0
close-microwave-door-TR,1,cm,18,Someone is moving something out of the way.,move,1.0
car-pass-tower-IN,0,cm,18,Something is moving past a point.,move,0.0
approach-coatrack-IN,0,ho,18,An animal is moving toward a tree.,move,0.0
move-box-TR,1,rv,18,Someone moves a ball to one side.,move,1.0
roll-out-TR,1,cs,95,A object moves back and forth.,move,0.0
walk-backwards-IN,0,cs,44,Clouds are moving across the sky.,move,0.0
box-move-IN,0,ho,44,A person is moving an object slowly across a desk.,move,1.0
close-microwave-door-TR,1,ip,44,A person is moving an object close to them.,move,1.0
car-pass-tower-IN,0,ip,44,A person is moving an object to the left.,move,1.0
move-box-TR,1,cm,44,A person moves an object to the side.,move,1.0
put-cup-on-coaster-TR,1,cm,44,A person is moving an object to the right.,move,1.0
box-move-IN,0,rv,44,A person is moving an object aside.,move,1.0
coatrack-approach-IN,0,cs,44,Two objects are moving closer together.,move,0.0
move-box-TR,1,cs,44,A person is moving an object to the side.,move,1.0
move-box-TR,1,cs,39,A person is moving an object from one table to another.,move,1.0
approach-coatrack-IN,0,cs,39,A snail is moving across the sidewalk.,move,0.0
walk-backwards-IN,0,cs,14,A flat object moves slowly from the right to the left.,move,0.0
coatrack-approach-IN,0,np,14,A large object moves slowly downward and to the left.,move,0.0
paper-airplane-land-IN,0,np,14,A flying object moves to the left and quickly downward in a wobbly fashion.,move,0.0
approach-coatrack-IN,0,np,14,A hook-like object moves to the left toward a wall.,move,0.0
move-box-TR,1,ho,14,A large object is moved to the right across a flat surface.,move,1.0
move-box-TR,1,ip,14,A small lengthy object is moved leftward across a flat surface.,move,1.0
turn-fan-TR,1,rv,14,The person is acting out moving a small object a short distance.,move,1.0
plug-in-TR,1,cm,14,A small object moves downward at medium speed into an enclosure.,move,0.0
person-bend-over-IN,0,ho,14,A circular object moves downward at a distance that's half of its size.,move,0.0
move-box-TR,1,rv,14,A medium sized object is moved a short distance from one spot to another spot.,move,1.0
ball-roll-IN,0,rv,14,A twirling object moves quickly to the right.,move,0.0
box-move-IN,0,cm,14,A medium-sized object is moved slowly from right to left.,move,1.0
put-cup-on-coaster-TR,1,cm,14,An object is moved forward and downward in an arcing motion.,move,1.0
car-pass-tower-IN,0,cs,14,A flat object moves quickly through the air to the right.,move,0.0
toy-crawl-IN,0,np,14,Ab objects moves to the left and upwards in a see-saw motion.,move,0.0
coatrack-approach-IN,0,ho,14,A fixed elevated object moves on a slight curves towards the right.,move,0.0
box-move-IN,0,ho,36,An object is moved over,move,1.0
move-box-TR,1,np,36,Two objects are moving together,move,0.0
move-box-TR,1,ho,36,An object is moved to another location on a table,move,1.0
box-move-IN,0,ip,36,A person is pointing out something moving,move,0.0
turn-fan-TR,1,rv,36,An object is moved over a small distance,move,1.0
toy-appear-in-box-IN,0,ip,36,An object is moving up an opening,move,0.0
paper-airplane-land-IN,0,rv,36,A wave is moving,move,0.0
coatrack-approach-IN,0,cs,36,A tall object moves closer to another tall object,move,0.0
approach-coatrack-IN,0,cs,36,An object moves down a ramp and falls down a ledge,move,0.0
car-pass-tower-IN,0,cm,36,An object moves under a bridge,move,0.0
approach-coatrack-IN,0,ho,36,An object moves into a wall,move,0.0
move-box-TR,1,rv,36,An object is moved over,move,1.0
coatrack-approach-IN,0,np,41,An object is slowly moving closer to a person,move,0.0
shaving-cream-spray-IN,0,cm,41,A person is moving another person to the side.,move,1.0
march-IN,0,cs,41,An object moved up and down in the air.,move,0.0
box-move-IN,0,np,41,A car moving,move,0.0
plug-in-TR,1,ip,41,An object is being moved from one location to another.,move,1.0
box-move-IN,0,cm,41,A person moved an object from one side to another.,move,1.0
move-box-TR,1,ho,41,An object is being moved across the table.,move,1.0
move-box-TR,1,cm,41,A person moving a object,move,1.0
put-cup-on-coaster-TR,1,cs,41,A person moving a lever,move,1.0
coatrack-approach-IN,0,cm,41,An object moved slowly across the sky.,move,0.0
approach-coatrack-IN,0,rv,41,An object is moving from left to right.,move,0.0
move-box-TR,1,cs,41,An object has been moved from one location to another.,move,1.0
approach-coatrack-IN,0,ho,41,Something moving closer to another object,move,0.0
move-box-TR,1,rv,41,A person moving an object aside,move,1.0
push-button-microwave-TR,1,np,41,A person moved around underneath another object.,move,0.0
box-move-IN,0,ho,41,A person is slowly moving an object.,move,1.0
knock-over-tower-TR,1,ip,41,A person moved another person to the side.,move,1.0
person-bend-over-IN,0,cs,41,A clock is slowly moving forward.,move,0.0
hit-bottle-with-ball-TR,1,rv,41,An object moved quickly across the table.,move,0.0
close-microwave-door-TR,1,cm,41,A person is moving an object out of the way.,move,1.0
coatrack-approach-IN,0,np,42,A crane moves into place.,move,0.0
box-move-IN,0,ho,42,A bowl is moved aside.,move,1.0
march-IN,0,cs,42,A crane moves cargo.,move,1.0
approach-coatrack-IN,0,np,42,A crane moves towards a wall.,move,0.0
move-box-TR,1,ho,42,A box is moved.,move,1.0
move-box-TR,1,ip,42,A person moves a tray.,move,1.0
move-box-TR,1,cm,42,A jar is moved.,move,1.0
turn-fan-TR,1,rv,42,A box is moved.,move,1.0
person-bend-over-IN,0,ho,42,The hand of a clock moves forward.,move,0.0
move-box-TR,1,cs,42,A person moves a box.,move,1.0
move-box-TR,1,rv,42,A jar is moved.,move,1.0
walk-backwards-IN,0,cs,71,The sun moves across the sky.,move,0.0
box-move-IN,0,cm,71,A person moves something across the counter.,move,1.0
move-box-TR,1,cm,71,A man moves the rack of pool balls to the center of the table.,move,1.0
turn-fan-TR,1,rv,71,He moves a basketball to the table.,move,1.0
coatrack-approach-IN,0,cm,71,A wall is moving across the room.,move,0.0
bread-spin-IN,0,rv,71,Wheels and cogs are moving.,move,0.0
move-box-TR,1,cs,71,She moves something across the table.,move,1.0
close-microwave-door-TR,1,cm,71,An object is moved out of the way.,move,1.0
move-box-TR,1,rv,71,A man moves a pillow across the bed.,move,1.0
coatrack-approach-IN,0,ho,71,A screen is moving around the woman.,move,0.0
car-pass-tower-IN,0,cm,28,An object is moving past something.,move,0.0
move-box-TR,1,cm,28,A person is moving an object.,move,1.0
coatrack-approach-IN,0,np,13,Sunlight moving its way down.,move,0.0
racecar-into-box-IN,0,ip,23,An object moving along fast,move,0.0
box-move-IN,0,ho,23,A person moving an object aside,move,1.0
close-microwave-door-TR,1,ip,23,A person moving an object closer,move,1.0
turn-fan-TR,1,ip,23,A person moving a fan closer,move,1.0
box-move-IN,0,cm,23,A person moving an object out of the way,move,1.0
move-box-TR,1,ho,23,A person moving an object closer,move,1.0
move-box-TR,1,cm,23,A person moving an object closer,move,1.0
turn-fan-TR,1,rv,23,A person wanting an object moved,move,1.0
approach-coatrack-IN,0,ip,23,A person moving an object aside,move,1.0
approach-coatrack-IN,0,ho,23,Person moving something against a wall,move,1.0
move-box-TR,1,rv,23,A person moved an object from one side of the room to the other side.,move,1.0
coatrack-approach-IN,0,np,23,A person is moving towards another person slowly.,move,0.0
coatrack-approach-IN,0,rv,23,A person moved slowly across a room.,move,0.0
toy-skitter-IN,0,ip,23,A person is moving sporadically around the room.,move,0.0
toy-crawl-IN,0,ho,23,A person moving at a good pace towards something,move,0.0
move-box-TR,1,cs,23,An object was moved from one side of the room to the other side.,move,1.0
cards-scatter-IN,0,rv,23,The rain was moving around sporadically.,move,0.0
roll-out-TR,1,cs,23,A person moving and object back and forth,move,1.0
coatrack-approach-IN,0,ho,23,An object is moving past someones face.,move,0.0
turn-fan-TR,1,rv,80,A person is moving an object to the correct spot.,move,1.0
box-move-IN,0,ho,91,A person is moving a jug of water.,move,1.0
close-microwave-door-TR,1,ip,91,A person is moving a cup.,move,1.0
door-microwave-close-IN,0,rv,91,A person is moving the crowd.,move,1.0
ball-hit-waterbottle-TR,1,ho,91,A person is moving cups.,move,1.0
knock-over-tower-TR,1,cs,91,A person is moving a can of soda.,move,1.0
put-cup-on-coaster-TR,1,ho,91,A person is moving a cup.,move,1.0
tower-fall-IN,0,cs,91,A person is moving a car.,move,1.0
box-move-IN,0,cm,91,A person is moving a shelf.,move,1.0
move-box-TR,1,ho,91,A person is moving a shelf.,move,1.0
move-box-TR,1,ip,91,A person is moving a table.,move,1.0
move-box-TR,1,cm,91,A person is moving a box.,move,1.0
door-microwave-close-IN,0,cm,91,A person is moving a shelf.,move,1.0
put-cup-on-coaster-TR,1,cs,91,A person is moving a cup.,move,1.0
box-move-IN,0,rv,91,A person is moving a boat.,move,1.0
move-box-TR,1,cs,91,A person is moving a box.,move,1.0
close-microwave-door-TR,1,cm,91,A person is telling someone to move.,move,0.0
move-box-TR,1,rv,91,A person is moving a pot.,move,1.0
toy-skitter-IN,0,rv,96,An animal moving very fast,move,0.0
picture-shift-IN,0,rv,96,A swing moving back and forth,move,0.0
hit-bottle-with-ball-TR,1,rv,96,The person is describing an object moving very fast.,move,0.0
hanger-swing-IN,0,cm,0,He is showing how the pendulum moves on the grandfather clock.,move,0.0
turn-fan-TR,1,ip,70,A person moves and adjusts a fan closer.,"move,adjust",1.0
plug-in-TR,1,rv,14,"A flying moves forward and bisects a standing object, which stops it.","move,bisect,stop",0.6666666667
push-button-microwave-TR,1,ip,84,An object is moved out of the way because it was blocking something,"move,block",1.0
turn-fan-TR,1,ip,17,A person moves a fan to blow cool air on them since they are hot.,"move,blow,be",0.6666666667
box-move-IN,0,np,79,An object was moved that could be carried.,"move,carry",1.0
march-IN,0,cs,15,A machine moves forward collecting trash as its mouth opens and closes.,"move,collect,open,close",0.25
approach-coatrack-IN,0,ho,14,A small object moves to the left and collides with a tall wall.,"move,collide",0.0
toy-appear-in-box-IN,0,ip,15,A snake moves through a hole in the ground and comes up into the air.,"move,come",0.0
racecar-into-box-IN,0,ho,70,An object moves forward and crashes into a vertical surface.,"move,crash",0.0
